Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
2016,Harvard University,Science,Mathematics and applied mathematics,Male,69
2016,Harvard University,Science,"Microbiology, immunology, and virology",Total for selected values,126
2016,Harvard University,Science,"Microbiology, immunology, and virology",Female,65
2016,Harvard University,Science,"Microbiology, immunology, and virology",Male,61
2016,Harvard University,Science,Neurobiology and neuroscience,Total for selected values,105
2016,Harvard University,Science,Neurobiology and neuroscience,Female,47
2016,Harvard University,Science,Neurobiology and neuroscience,Male,58
2016,Harvard University,Science,Nutrition,Total for selected values,22
2016,Harvard University,Science,Nutrition,Female,11
2016,Harvard University,Science,Nutrition,Male,11
2016,Harvard University,Science,Physics,Total for selected values,336
2016,Harvard University,Science,Physics,Female,102
2016,Harvard University,Science,Physics,Male,234
2016,Harvard University,Science,Political science and government,Total for selected values,"1,398"
2016,Harvard University,Science,Political science and government,Female,632
2016,Harvard University,Science,Political science and government,Male,766
2016,Harvard University,Science,"Psychology, general",Total for selected values,83
2016,Harvard University,Science,"Psychology, general",Female,43
2016,Harvard University,Science,"Psychology, general",Male,40
2016,Harvard University,Science,Social sciences not elsewhere classified,Total for selected values,167
2016,Harvard University,Science,Social sciences not elsewhere classified,Female,104
2016,Harvard University,Science,Social sciences not elsewhere classified,Male,63
2016,Harvard University,Science,Sociology,Total for selected values,94
2016,Harvard University,Science,Sociology,Female,55
2016,Harvard University,Science,Sociology,Male,39
2016,Harvard University,Science,Statistics,Total for selected values,67
2016,Harvard University,Science,Statistics,Female,32
2016,Harvard University,Science,Statistics,Male,35
2016,Harvard University,Engineering,Total for selected values,Total for selected values,197
2016,Harvard University,Engineering,Architecture,Total for selected values,38
2016,Harvard University,Engineering,Architecture,Female,18
2016,Harvard University,Engineering,Architecture,Male,20
2016,Harvard University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,159
2016,Harvard University,Engineering,"Engineering science, mechanics, and physics",Female,41
2016,Harvard University,Engineering,"Engineering science, mechanics, and physics",Male,118
2016,Massachusetts Institute of Technology,Total for selected values,Total for selected values,Total for selected values,"4,735"
2016,Massachusetts Institute of Technology,Science,Total for selected values,Total for selected values,"2,118"
2016,Massachusetts Institute of Technology,Science,Biology,Total for selected values,250
2016,Massachusetts Institute of Technology,Science,Biology,Female,113
2016,Massachusetts Institute of Technology,Science,Biology,Male,137
2016,Massachusetts Institute of Technology,Science,Biometry and epidemiology,Total for selected values,33
2016,Massachusetts Institute of Technology,Science,Biometry and epidemiology,Female,17
2016,Massachusetts Institute of Technology,Science,Biometry and epidemiology,Male,16
2016,Massachusetts Institute of Technology,Science,Chemistry,Total for selected values,242
2016,Massachusetts Institute of Technology,Science,Chemistry,Female,86
2016,Massachusetts Institute of Technology,Science,Chemistry,Male,156
2016,Massachusetts Institute of Technology,Science,Communication,Total for selected values,192
2016,Massachusetts Institute of Technology,Science,Communication,Female,75
2016,Massachusetts Institute of Technology,Science,Communication,Male,117
2016,Massachusetts Institute of Technology,Science,Computer sciences,Total for selected values,516
2016,Massachusetts Institute of Technology,Science,Computer sciences,Female,120
2016,Massachusetts Institute of Technology,Science,Computer sciences,Male,396
2016,Massachusetts Institute of Technology,Science,Economics (except agricultural),Total for selected values,128
2016,Massachusetts Institute of Technology,Science,Economics (except agricultural),Female,31
2016,Massachusetts Institute of Technology,Science,Economics (except agricultural),Male,97
2016,Massachusetts Institute of Technology,Science,Geosciences,Total for selected values,98
2016,Massachusetts Institute of Technology,Science,Geosciences,Female,42
2016,Massachusetts Institute of Technology,Science,Geosciences,Male,56
2016,Massachusetts Institute of Technology,Science,Linguistics,Total for selected values,49
2016,Massachusetts Institute of Technology,Science,Linguistics,Female,22
2016,Massachusetts Institute of Technology,Science,Linguistics,Male,27
2016,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Total for selected values,128
2016,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Female,24
2016,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Male,104
2016,Massachusetts Institute of Technology,Science,Multidisciplinary and interdisciplinary studies,Total for selected values,29
2016,Massachusetts Institute of Technology,Science,Multidisciplinary and interdisciplinary studies,Female,15
2016,Massachusetts Institute of Technology,Science,Multidisciplinary and interdisciplinary studies,Male,14
2016,Massachusetts Institute of Technology,Science,Neurobiology and neuroscience,Total for selected values,69
2016,Massachusetts Institute of Technology,Science,Neurobiology and neuroscience,Female,20
2016,Massachusetts Institute of Technology,Science,Neurobiology and neuroscience,Male,49
2016,Massachusetts Institute of Technology,Science,Ocean sciences,Total for selected values,72
2016,Massachusetts Institute of Technology,Science,Ocean sciences,Female,44
2016,Massachusetts Institute of Technology,Science,Ocean sciences,Male,28
2016,Massachusetts Institute of Technology,Science,Physics,Total for selected values,248
2016,Massachusetts Institute of Technology,Science,Physics,Female,44
2016,Massachusetts Institute of Technology,Science,Physics,Male,204
2016,Massachusetts Institute of Technology,Science,Political science and government,Total for selected values,64
2016,Massachusetts Institute of Technology,Science,Political science and government,Female,28
2016,Massachusetts Institute of Technology,Science,Political science and government,Male,36
2016,Massachusetts Institute of Technology,Engineering,Total for selected values,Total for selected values,"2,617"
2016,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Total for selected values,223
2016,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Female,39
2016,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Male,184
2016,Massachusetts Institute of Technology,Engineering,Architecture,Total for selected values,125
2016,Massachusetts Institute of Technology,Engineering,Architecture,Female,62
2016,Massachusetts Institute of Technology,Engineering,Architecture,Male,63
2016,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Total for selected values,250
2016,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Female,102
2016,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Male,148
2016,Massachusetts Institute of Technology,Engineering,Chemical engineering,Total for selected values,232
