Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2013","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, American Indian or Alaska Native","1",
"2013","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","36",
"2013","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","3",
"2013","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, white","50",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Total for selected values","84",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Foreign nationals holding temporary visas, regardless of ethnicity or race","4",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Hispanic or Latino ethnicity (one or more races)","4",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, Asian","15",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, more than one race","2",
"2013","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, white","59",
"2013","Columbia University in the City of New York","Other health","Total for selected values","27",
"2013","Columbia University in the City of New York","Other health","Ethnicity and race unknown or not stated","3",
"2013","Columbia University in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","5",
"2013","Columbia University in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","4",
"2013","Columbia University in the City of New York","Other health","Non-Hispanic, Asian","4",
"2013","Columbia University in the City of New York","Other health","Non-Hispanic, black or African American","3",
"2013","Columbia University in the City of New York","Other health","Non-Hispanic, more than one race","1",
"2013","Columbia University in the City of New York","Other health","Non-Hispanic, white","7",
"2013","Columbia University in the City of New York","Physical sciences","Total for selected values","262",
"2013","Columbia University in the City of New York","Physical sciences","Ethnicity and race unknown or not stated","8",
"2013","Columbia University in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","102",
"2013","Columbia University in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","13",
"2013","Columbia University in the City of New York","Physical sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2013","Columbia University in the City of New York","Physical sciences","Non-Hispanic, Asian","20",
"2013","Columbia University in the City of New York","Physical sciences","Non-Hispanic, black or African American","4",
"2013","Columbia University in the City of New York","Physical sciences","Non-Hispanic, white","114",
"2013","Columbia University in the City of New York","Psychology","Total for selected values","33",
"2013","Columbia University in the City of New York","Psychology","Ethnicity and race unknown or not stated","1",
"2013","Columbia University in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","5",
"2013","Columbia University in the City of New York","Psychology","Non-Hispanic, Asian","2",
"2013","Columbia University in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2013","Columbia University in the City of New York","Psychology","Non-Hispanic, white","23",
"2013","Columbia University in the City of New York","Social sciences","Total for selected values","686",
"2013","Columbia University in the City of New York","Social sciences","Ethnicity and race unknown or not stated","48",
"2013","Columbia University in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","327",
"2013","Columbia University in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","24",
"2013","Columbia University in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","4",
"2013","Columbia University in the City of New York","Social sciences","Non-Hispanic, Asian","42",
"2013","Columbia University in the City of New York","Social sciences","Non-Hispanic, black or African American","19",
"2013","Columbia University in the City of New York","Social sciences","Non-Hispanic, more than one race","8",
"2013","Columbia University in the City of New York","Social sciences","Non-Hispanic, white","214",
"2012","Total for selected values","Total for selected values","Total for selected values","5,090",
"2012","Columbia University in the City of New York","Total for selected values","Total for selected values","5,090",
"2012","Columbia University in the City of New York","Biological sciences","Total for selected values","674",
"2012","Columbia University in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","6",
"2012","Columbia University in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","193",
"2012","Columbia University in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","38",
"2012","Columbia University in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","5",
"2012","Columbia University in the City of New York","Biological sciences","Non-Hispanic, Asian","106",
"2012","Columbia University in the City of New York","Biological sciences","Non-Hispanic, black or African American","30",
